en,pl,description,file,hash
Activity,Aktywność,,site/modules/Ichiban/ProcessIchiban.module.php,ecfc2dffe568c10a67dbc6d3724cfde2
SEO revisions,Wersje SEO,,site/modules/Ichiban/ProcessIchiban.module.php,706f859724b8b0e099e5a827252e1c5d
blocked searches,zablokowane wyszukiwania,,site/modules/Ichiban/ProcessIchiban.module.php,d496583a9ae5fba1751e1b28d90365bc
Bulk Editor,Edytor zbiorczy,,site/modules/Ichiban/ProcessIchiban.module.php,cc8d2364a9b575d533f8c432813ccc99
Bulk SEO Editor,Zbiorczy edytor SEO,,site/modules/Ichiban/ProcessIchiban.module.php,5495968a5bfdd8010f0954e3b2a87a7e
All issue types,Wszystkie typy problemów,,site/modules/Ichiban/ProcessIchiban.module.php,bbb63f7c872069685793027208295a04
Missing titles,Brakujące tytuły,,site/modules/Ichiban/ProcessIchiban.module.php,ed5b322b9a2de48d55ff2e07b3607760
Missing descriptions,Brakujące opisy,,site/modules/Ichiban/ProcessIchiban.module.php,d5bbb6f040f94dd46ecc085c0c1bf176
Title length issues,Problemy z długością tytułu,,site/modules/Ichiban/ProcessIchiban.module.php,ca3d10d9686845089e9d2839efe7e14e
Description length issues,Problemy z długością opisu,,site/modules/Ichiban/ProcessIchiban.module.php,c301c13e28f00e4de3ef7d1556328e7d
Index not built yet. Please run Audit → Rebuild Index first.,Indeks nie został jeszcze zbudowany. Najpierw uruchom Audyt → Odbuduj indeks.,,site/modules/Ichiban/ProcessIchiban.module.php,21d758a9b0de9421b3ffcf59609efcf9
Filtered to %s.,Filtrowano do %s.,,site/modules/Ichiban/ProcessIchiban.module.php,8f5252a8e8d35a7cf33d6e1e9035e543
Edit meta titles and descriptions across indexed pages without opening each page individually.,Edytuj metatytuły i opisy na indeksowanych stronach bez otwierania każdej strony z osobna.,,site/modules/Ichiban/ProcessIchiban.module.php,5e309239cbc253988a2993a068b4d5b1
Recommended lengths,Zalecane długości,,site/modules/Ichiban/ProcessIchiban.module.php,a56fd997e2cb45dea02c0840095525cb
indexed pages,zaindeksowane strony,,site/modules/Ichiban/ProcessIchiban.module.php,cb14c4ede1a6260bcfd3480fe4cf3093
missing titles,brakujące tytuły,,site/modules/Ichiban/ProcessIchiban.module.php,2da049b3f6efb55b71c1727f3b47e57b
missing descriptions,brak opisów,,site/modules/Ichiban/ProcessIchiban.module.php,91ceefea6d67966f3ca6fbf9af223147
templates,szablony,,site/modules/Ichiban/ProcessIchiban.module.php,fed36e93a0509e20f2dc96cbbd85b678
Filter by template name,Filtruj według nazwy szablonu,,site/modules/Ichiban/ProcessIchiban.module.php,bb232c3f8d4bb560c17c9fd7a762860d
Filter,Filtruj,,site/modules/Ichiban/ProcessIchiban.module.php,d7778d0c64b6ba21494c97f77a66885a
Clear,Jasne,,site/modules/Ichiban/ProcessIchiban.module.php,dc30bc0c7914db5918da4263fce93ad2
Showing %1$d-%2$d of %3$d matching indexed pages,Wyświetlanie %1$d-%2$d z %3$d pasujących zaindeksowanych stron,,site/modules/Ichiban/ProcessIchiban.module.php,a8e0decadb75e0f9c95506b58a3200a9
Changes are saved as custom SEO values for each page.,Zmiany są zapisywane jako niestandardowe wartości SEO dla każdej strony.,,site/modules/Ichiban/ProcessIchiban.module.php,e12077245fbed3db5f2324ea4b08e717
No indexed pages match this filter,Żadne zaindeksowane strony nie pasują do tego filtra,,site/modules/Ichiban/ProcessIchiban.module.php,c527f91b9b314bfaf3dca41af2afe629
Score legend,Legenda wyniku,,site/modules/Ichiban/ProcessIchiban.module.php,145bd3ed496e1874d258c5860e35905e
Missing title: -30,Brakujący tytuł: -30,,site/modules/Ichiban/ProcessIchiban.module.php,b85143b69f41f3f656522c1a5ebc5cfb
Missing description: -20,Brakujący opis: -20,,site/modules/Ichiban/ProcessIchiban.module.php,1fea1be223b4db5e9030ae6507b5db8b
Missing OG image: -15,Brakujący obraz OG: -15,,site/modules/Ichiban/ProcessIchiban.module.php,c70a9520ae3fe934717ef978169fb3b4
Title length: -10,Długość tytułu: -10,,site/modules/Ichiban/ProcessIchiban.module.php,d7a8a461cf75149a27b71bd9980d2464
Description length: -10,Długość opisu: -10,,site/modules/Ichiban/ProcessIchiban.module.php,d31db1e9f4844a7d8aee6d3b029abe0b
Noindex: -15,Noindeks: -15,,site/modules/Ichiban/ProcessIchiban.module.php,16c9ff67f038d5a1ca6120b671a7e0a0
Page,Strona,,site/modules/Ichiban/ProcessIchiban.module.php,193cfc9be3b995831c6af2fea6650e60
Critical,Krytyczny,,site/modules/Ichiban/ProcessIchiban.module.php,278d01e5af56273bae1bb99a98b370cd
Warnings,Ostrzeżenia,,site/modules/Ichiban/ProcessIchiban.module.php,e17fdb615452f440c793b5ddad90dd5e
Healthy,Zdrowy,,site/modules/Ichiban/ProcessIchiban.module.php,396d45b57c2fbe3318e7b93272a2686b
%d visible pages,%d widocznych stron,,site/modules/Ichiban/ProcessIchiban.module.php,bc6192940e77395c29e418168910849c
Rendered title,Renderowany tytuł,,site/modules/Ichiban/ProcessIchiban.module.php,273d872488e7730b57ed0ae5636db438
Missing title,Brak tytułu,,site/modules/Ichiban/ProcessIchiban.module.php,3e008941ac5579d625d326af1afc25f8
Missing description,Brak opisu,,site/modules/Ichiban/ProcessIchiban.module.php,82d3598a151f16cf11970def5e70d3f0
Edit page,Edytuj stronę,,site/modules/Ichiban/ProcessIchiban.module.php,3fa4031425bbfdb55a03849422d8d9dc
target 30–70,cel 30–70,,site/modules/Ichiban/ProcessIchiban.module.php,ac18571e9ba027153475530499ea7dbe
target 50–160,cel 50–160,,site/modules/Ichiban/ProcessIchiban.module.php,89ce3028dd71ed591e3f85751ad1d819
Previous,Poprzedni,,site/modules/Ichiban/ProcessIchiban.module.php,dd1f775e443ff3b9a89270713580a51b
Page %1$d of %2$d,Strona %1$d z %2$d,,site/modules/Ichiban/ProcessIchiban.module.php,3a1ed905045e5cf29efec452131f9403
Next,Następny,,site/modules/Ichiban/ProcessIchiban.module.php,10ac3d04253ef7e1ddc73e6091c0cd55
"Review changed fields, then save all visible edits together.","Przejrzyj zmienione pola, a następnie zapisz wszystkie widoczne zmiany razem.",,site/modules/Ichiban/ProcessIchiban.module.php,7d029cf2a87929c1475558f15bccb182
Saved SEO fields for %d pages.,Zapisane pola SEO dla stron %d.,,site/modules/Ichiban/ProcessIchiban.module.php,bfe7a0be98b1d60a62b2709498d2607d
%d submitted pages were skipped because they no longer have an Ichiban SEO field.,"Strony przesłane przez %d zostały pominięte, ponieważ nie mają już pola Ichiban SEO.",,site/modules/Ichiban/ProcessIchiban.module.php,a794b63a31efb5723afeed37052d139a
Audit,Audyt,,site/modules/Ichiban/ProcessIchiban.module.php,eda63b570db82e05c2fd7b5f0c3bb20f
SEO Audit Report,Raport z audytu SEO,,site/modules/Ichiban/ProcessIchiban.module.php,1c7ca5ddf8a2d26c346059d4c5e7240f
Index not built yet. Please rebuild the index first.,Indeks nie został jeszcze zbudowany. Najpierw odbuduj indeks.,,site/modules/Ichiban/ProcessIchiban.module.php,19a1a4cfb28f06ec77fc25a6ba9b2165
Every page must have a meta title. Missing titles prevent search engines from identifying page content.,Każda strona musi mieć metatytuł. Brakujące tytuły uniemożliwiają wyszukiwarkom identyfikację zawartości strony.,,site/modules/Ichiban/ProcessIchiban.module.php,644065a5487d2a525bde830fd4b46bfe
Meta title should be 30–70 characters. Too short lacks context; too long gets truncated in search results.,Tytuł meta powinien mieć 30–70 znaków. Zbyt krótki brakuje kontekstu; zbyt długie są obcinane w wynikach wyszukiwania.,,site/modules/Ichiban/ProcessIchiban.module.php,9438f3922e54caabdf1d0ee6aa423705
Each page should have a unique meta title. Duplicate titles confuse search engines about which page to rank.,"Każda strona powinna mieć unikalny metatytuł. Zduplikowane tytuły dezorientują wyszukiwarki co do tego, którą stronę należy sklasyfikować.",,site/modules/Ichiban/ProcessIchiban.module.php,a552e12f62256f54e82c2cc3c80637f1
Meta description should be set on every page. It appears as the snippet in search results and affects click-through rate.,Meta opis powinien być ustawiony na każdej stronie. Pojawia się jako fragment w wynikach wyszukiwania i wpływa na współczynnik klikalności.,,site/modules/Ichiban/ProcessIchiban.module.php,b533c9143b51b1bd4691be7bb6a1582c
Meta description should be 50–160 characters. Longer descriptions get cut off in search results.,Meta opis powinien mieć 50–160 znaków. Dłuższe opisy są obcinane w wynikach wyszukiwania.,,site/modules/Ichiban/ProcessIchiban.module.php,a5e2f0705b313bf7664cd244360a1813
Each page should have a unique meta description. Duplicates reduce the value of individual pages in search rankings.,Każda strona powinna mieć unikalny metaopis. Duplikaty zmniejszają wartość poszczególnych stron w rankingach wyszukiwania.,,site/modules/Ichiban/ProcessIchiban.module.php,8a9f8ec515416f8bbb98f56ab4f20a26
Open Graph image should be set so shared links look rich on social media.,"Obraz Open Graph powinien być ustawiony tak, aby udostępniane linki wyglądały bogato w mediach społecznościowych.",,site/modules/Ichiban/ProcessIchiban.module.php,fd2c15562e2d7980c5db43f62e0a4a87
Canonical URL must be an absolute URL starting with http. Invalid canonicals can cause indexing issues.,Kanoniczny URL musi być absolutnym URL zaczynającym się od http. Nieprawidłowe znaki kanoniczne mogą powodować problemy z indeksowaniem.,,site/modules/Ichiban/ProcessIchiban.module.php,3fce513fb1e80242956eeeb8aa7e20f1
Published pages should not have noindex set unless intentionally hidden from search engines.,"Opublikowane strony nie powinny mieć ustawionego noindex, chyba że celowo ukryto je przed wyszukiwarkami.",,site/modules/Ichiban/ProcessIchiban.module.php,ac9886e9d3f4822a6d7125906552eef3
"URLs should use hyphens instead of underscores. Google treats hyphens as word separators, underscores as word joiners.","URLs powinien używać łączników zamiast podkreśleń. Google traktuje łączniki jako separatory słów, podkreślenia jako łączniki słów.",,site/modules/Ichiban/ProcessIchiban.module.php,c475f4454daccec66bb17ec4974c3240
Schema.org type should be set to help search engines understand page content and enable rich results.,"Należy ustawić typ Schema.org, aby pomóc wyszukiwarkom zrozumieć zawartość strony i umożliwić wyniki z elementami rozszerzonymi.",,site/modules/Ichiban/ProcessIchiban.module.php,dc01859480d28257fe0e168d1969dd4a
"Review technical SEO signals, metadata coverage, social sharing readiness, and schema basics across indexed pages.","Przejrzyj techniczne sygnały SEO, zakres metadanych, gotowość do udostępniania w mediach społecznościowych i podstawy schematów na indeksowanych stronach.",,site/modules/Ichiban/ProcessIchiban.module.php,50a4ea5886e9b74d699c47349f5ccc6f
Export CSV,Eksportuj CSV,,site/modules/Ichiban/ProcessIchiban.module.php,c04f1e4841a6af78088d6ccf6f3a8a76
Audit score,Wynik audytu,,site/modules/Ichiban/ProcessIchiban.module.php,cae9866f9e8b1261df35e8798b48dac6
open issues,otwarte kwestie,,site/modules/Ichiban/ProcessIchiban.module.php,92b6e620a025aab6d868bcabf9a44545
critical,krytyczny,,site/modules/Ichiban/ProcessIchiban.module.php,7e85bcb66fb9a809d5ab4f62a8b8bea8
warnings,ostrzeżenia,,site/modules/Ichiban/ProcessIchiban.module.php,3879149292f9af4469cec013785d6dfd
Last indexed:,Ostatnio indeksowane:,,site/modules/Ichiban/ProcessIchiban.module.php,db07a988ebbbfbcc460b1e5a7db57d4a
"Rebuild the index after large content, template, or SEO field changes.","Odbuduj indeks po dużych zmianach treści, szablonu lub pola SEO.",,site/modules/Ichiban/ProcessIchiban.module.php,3c1b1b069cbe9f09d78b1bea80405e93
Fix first,Najpierw napraw,,site/modules/Ichiban/ProcessIchiban.module.php,a18c078ea2b94f24f12cef2609fb14da
%d pages affected,Dotyczy stron %d,,site/modules/Ichiban/ProcessIchiban.module.php,566682b91df13af6a414f4de03a19961
No active audit issues,Brak aktywnych problemów z audytem,,site/modules/Ichiban/ProcessIchiban.module.php,f57eacbb01d1146684945f3d443f611c
Rule details,Szczegóły reguły,,site/modules/Ichiban/ProcessIchiban.module.php,9da625131759cd8facbc3977ad3896c4
Rule,Reguła,,site/modules/Ichiban/ProcessIchiban.module.php,ab7a485ebe75b6dd7243ad719f23c7de
Severity,Dotkliwość,,site/modules/Ichiban/ProcessIchiban.module.php,007cc9547ae8884ad597cd92ba505422
Description,Opis,,site/modules/Ichiban/ProcessIchiban.module.php,b5a7adde1af5c87d7fd797b6245c2a39
Issues,Problemy,,site/modules/Ichiban/ProcessIchiban.module.php,80b768b15c3693e345a436b9dc0ea36f
Pages Affected,"Strony, których to dotyczy",,site/modules/Ichiban/ProcessIchiban.module.php,877175f1d8ba6c5429e96ea65d3a5997
Open first affected page,"Otwórz pierwszą stronę, której dotyczy problem",,site/modules/Ichiban/ProcessIchiban.module.php,2b1ff48f58fcac978f51ef768d59bf83
Redirects,Przekierowuje,,site/modules/Ichiban/ProcessIchiban.module.php,08635c4f0bf6edbca5d2a8bd0da24a6c
Redirect Manager,Menedżer przekierowań,,site/modules/Ichiban/ProcessIchiban.module.php,95ef4929dd3563b677d3d1873bc08461
Imported %d redirects.,Zaimportowane przekierowania %d.,,site/modules/Ichiban/ProcessIchiban.module.php,b6e4d6c15b322b2def36969349edc2fe
"Manage manual, imported, and automatic redirects from one place.","Zarządzaj ręcznymi, importowanymi i automatycznymi przekierowaniami z jednego miejsca.",,site/modules/Ichiban/ProcessIchiban.module.php,23f86049f85992c0d1ee5a70ce8b6db6
shown,pokazano,,site/modules/Ichiban/ProcessIchiban.module.php,3fdec1ddf038c12af81ea185ed8c8083
"Search by source, target, or note","Szukaj według źródła, celu lub notatki",,site/modules/Ichiban/ProcessIchiban.module.php,739946d849ed2c606613dd6b9f01426e
Search,Szukaj,,site/modules/Ichiban/ProcessIchiban.module.php,13348442cc6a27032d2b4aa28b75a5d3
Add redirect,Dodaj przekierowanie,,site/modules/Ichiban/ProcessIchiban.module.php,be52536ce2456f133c611e523f95701c
From,Od,,site/modules/Ichiban/ProcessIchiban.module.php,5da618e8e4b89c66fe86e32cdafde142
To,Do,,site/modules/Ichiban/ProcessIchiban.module.php,e12167aa0a7698e6ebc92b4ce3909b53
Type,Wpisz,,site/modules/Ichiban/ProcessIchiban.module.php,a1fa27779242b4902f7ae3bdd5c6d508
Note,Uwaga,,site/modules/Ichiban/ProcessIchiban.module.php,3b0649c72650c313a357338dcdfb64ec
Treat From as a regular expression pattern.,Traktuj z jako wzorzec wyrażenia regularnego.,,site/modules/Ichiban/ProcessIchiban.module.php,433e3597944060ed606dd1ee4d116158
Add Redirect,Dodaj przekierowanie,,site/modules/Ichiban/ProcessIchiban.module.php,29d916d0db37747ddb65923756bafbf0
Import CSV,Importuj CSV,,site/modules/Ichiban/ProcessIchiban.module.php,28ec2d08ef97978d3e7776c33a75592a
CSV format,Format CSV,,site/modules/Ichiban/ProcessIchiban.module.php,59bcc5f531966f982541ced1e3717b8c
"Allowed types: 301, 302, 307, 410, 451. Use 1 for regex patterns and 0 for plain paths.","Dozwolone typy: 301, 302, 307, 410, 451. Użyj 1 dla wzorców wyrażeń regularnych i 0 dla prostych ścieżek.",,site/modules/Ichiban/ProcessIchiban.module.php,3b3e761b1c8361b6494955de5c27179e
Example:,Przykład:,,site/modules/Ichiban/ProcessIchiban.module.php,81eeab9506186e2dca8faefa78d54067
Import,Importuj,,site/modules/Ichiban/ProcessIchiban.module.php,72d6d7a1885885bb55a565fd1070581a
Redirect list,Lista przekierowań,,site/modules/Ichiban/ProcessIchiban.module.php,93dad7633866331169afa8aafb5ad2d0
Hits,Hity,,site/modules/Ichiban/ProcessIchiban.module.php,b69df945ae986e6b1882cdc87ad19617
Auto,Automat,,site/modules/Ichiban/ProcessIchiban.module.php,06b9281e396db002010bde1de57262eb
Open,Otwórz,,site/modules/Ichiban/ProcessIchiban.module.php,c3bf447eabe632720a3aa1a7ce401274
Created automatically after a page path change.,Tworzone automatycznie po zmianie ścieżki strony.,,site/modules/Ichiban/ProcessIchiban.module.php,485386096fd4a3fa1f7e00836dbd0827
Save,Zapisz,,site/modules/Ichiban/ProcessIchiban.module.php,c9cc8cce247e49bae79f15173ce97354
Delete,Usuń,,site/modules/Ichiban/ProcessIchiban.module.php,f2a6c498fb90ee345d997f888fce3b18
Insights,Spostrzeżenia,,site/modules/Ichiban/ProcessIchiban.module.php,f1c9e9af80bb533618f5bdefe333747d
SEO Insights,Spostrzeżenia SEO,,site/modules/Ichiban/ProcessIchiban.module.php,c8edfd442a49de54b51cfd1c5a4196e3
Add Google OAuth Client ID and Client Secret in Settings before connecting Search Console.,Dodaj identyfikator klienta Google OAuth i klucz tajny klienta w Ustawieniach przed podłączeniem Search Console.,,site/modules/Ichiban/ProcessIchiban.module.php,9916baf62a5906addf6905ede7103eb2
Google Search Console disconnected. Cached Insights and Page Indexing scan data were cleared.,Google Search Console odłączony. Dane skanowania z pamięci podręcznej i indeksowania stron zostały usunięte.,,site/modules/Ichiban/ProcessIchiban.module.php,833357916696a9b5644b32cd37a3ac94
Security token expired. Reload the page and click Disconnect GSC again.,Token zabezpieczający wygasł. Załaduj ponownie stronę i ponownie kliknij Odłącz GSC.,,site/modules/Ichiban/ProcessIchiban.module.php,38382341df23fe264a3257768af0ccbd
Checked %d URLs with URL Inspection API.,Sprawdzono %d URLs z inspekcją URL API.,,site/modules/Ichiban/ProcessIchiban.module.php,1fc136b08e93155b636e08daf9b1948a
URL Inspection scan did not return results: %s,URL Skanowanie inspekcyjne nie zwróciło wyników: %s,,site/modules/Ichiban/ProcessIchiban.module.php,f8539786a365d791d4078ebfadf0f598
Security token expired. Reload the page and run Scan indexing issues again.,Token zabezpieczający wygasł. Załaduj ponownie stronę i ponownie uruchom opcję Skanuj problemy z indeksowaniem.,,site/modules/Ichiban/ProcessIchiban.module.php,de148e0c29d2a0be01cb28cd3e73f1c9
"Review Google Search Console performance, page indexing checks, and search breakdowns from cached API data.","Sprawdź wydajność Google Search Console, kontrole indeksowania stron i zestawienia wyszukiwania na podstawie danych API w pamięci podręcznej.",,site/modules/Ichiban/ProcessIchiban.module.php,a269a9f699ef592ea53da37e53549875
Open Search Console,Otwórz Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,7b11b8df59ea4ca8a06e8750a4681332
Connected,Połączono,,site/modules/Ichiban/ProcessIchiban.module.php,2ec0d16e4ca169baedb9b2d50ec5c6d7
Clicks,Kliknięcia,,site/modules/Ichiban/ProcessIchiban.module.php,cbdb553aaace16e77bb205e9bc3375ef
Top Pages,Najlepsze strony,,site/modules/Ichiban/ProcessIchiban.module.php,cbba0bb582f974795b6ae71047cc8d90
Top Queries,Najczęstsze zapytania,,site/modules/Ichiban/ProcessIchiban.module.php,64abc290660b16254eec82793814b751
Countries,Kraje,,site/modules/Ichiban/ProcessIchiban.module.php,790d59ef178acbc75d233bf4211763c6
Devices,Urządzenia,,site/modules/Ichiban/ProcessIchiban.module.php,c03ca67dda321195d74c951097f240c6
Search Appearance,Szukaj Wygląd,,site/modules/Ichiban/ProcessIchiban.module.php,c43ac5e20d34bdfa4bb127e8cc09e1e0
Backlinks,Linki zwrotne,,site/modules/Ichiban/ProcessIchiban.module.php,2fa3dc62790aa53d151200a8164fc11c
Moz quota snapshot saved.,Zapisano migawkę przydziału Moz.,,site/modules/Ichiban/ProcessIchiban.module.php,e00226a7bc383b84f1e44d6c20d53467
Moz quota lookup did not return data.,Wyszukiwanie przydziału Moz nie zwróciło danych.,,site/modules/Ichiban/ProcessIchiban.module.php,00d38bdf70c9338041d07a7887e7b117
Saved backlink snapshot with %d rows.,Zapisana migawka linku zwrotnego z wierszami %d.,,site/modules/Ichiban/ProcessIchiban.module.php,44d1cb2adcaeef51af410fad1c19e7e6
"Monitor inbound links, linking domains, and anchor text through the Moz Links API.","Monitoruj linki przychodzące, domeny łączące i tekst zakotwiczenia za pomocą łączy Moz API.",,site/modules/Ichiban/ProcessIchiban.module.php,4aff4e57b7209847ccc41bcc2745d359
Moz Settings,Ustawienia Moz,,site/modules/Ichiban/ProcessIchiban.module.php,a9ee4eb721c82c6210503745244dba47
No saved snapshot yet,Nie zapisano jeszcze migawki,,site/modules/Ichiban/ProcessIchiban.module.php,46df3f0a3c175030638f99c4a80e9322
saved rows,zapisane wiersze,,site/modules/Ichiban/ProcessIchiban.module.php,64170782ace1493528730415d670055e
target,cel,,site/modules/Ichiban/ProcessIchiban.module.php,42aefbae01d2dfd981f7da7d823d689e
last refresh,ostatnie odświeżenie,,site/modules/Ichiban/ProcessIchiban.module.php,0bf5ccdba5d874d59f5bf75cd486b294
Links,Linki,,site/modules/Ichiban/ProcessIchiban.module.php,bd908db5ccb07777ced8023dffc802f4
example.com,przykład.com,,site/modules/Ichiban/ProcessIchiban.module.php,5ababd603b22780302dd8d83498e5172
Root domain,Domena główna,,site/modules/Ichiban/ProcessIchiban.module.php,33bccc4998d30e02ad8f530b01971083
Refresh from Moz,Odśwież z Moz,,site/modules/Ichiban/ProcessIchiban.module.php,7f717ba9da26c27a23e86cb1ffe05fe7
How to connect Moz,Jak podłączyć Moz,,site/modules/Ichiban/ProcessIchiban.module.php,c425d6b0af823d3510061a1faefa995c
Create or open a Moz API account.,Utwórz lub otwórz konto Moz API.,,site/modules/Ichiban/ProcessIchiban.module.php,ce7beab1a382dacfeea47b70ce8ec1f6
"During signup, Moz asks for a debit or credit card even on the free plan. This is part of their security and abuse-prevention flow.","Podczas rejestracji Moz prosi o kartę debetową lub kredytową, nawet w przypadku bezpłatnego planu. Jest to część ich działań związanych z bezpieczeństwem i zapobieganiem nadużyciom.",,site/modules/Ichiban/ProcessIchiban.module.php,c014ee7db3d11af8bc7a712d229c1cb5
Create an API token in the Moz API dashboard.,Utwórz token API w panelu kontrolnym Moz API.,,site/modules/Ichiban/ProcessIchiban.module.php,af568a58e1da41bcf051aaa57e49561d
"Paste the token into the Moz API token field in %s, then save.","Wklej token w pole tokenu Moz API w %s, a następnie zapisz.",,site/modules/Ichiban/ProcessIchiban.module.php,c7c2eb8550b06c6b7f0be3a3439d299c
"Fallback: if token auth does not work for your account, open Show Legacy Credentials for the token and paste the Access ID and Secret Key instead.","Rozwiązanie awaryjne: jeśli uwierzytelnianie tokenem nie działa na Twoim koncie, otwórz opcję Pokaż starsze dane uwierzytelniające dla tokena i zamiast tego wklej identyfikator dostępu i tajny klucz.",,site/modules/Ichiban/ProcessIchiban.module.php,13288d7bafe020026c4e633fda1c9f50
"Return here, keep the default 5-row limit, and click Refresh from Moz. The free plan quota is tiny, so avoid repeated refreshes.","Wróć tutaj, zachowaj domyślny limit 5 wierszy i kliknij Odśwież z Moz. Limit bezpłatnego planu jest niewielki, więc unikaj wielokrotnego odświeżania.",,site/modules/Ichiban/ProcessIchiban.module.php,29a2d2682f58a85045b1b2ba82b05cb5
Ichiban sends the new token as the x-moz-token header. Every refresh is saved as a backlink snapshot and reused from cache on page reload. Default API base URL: https://lsapi.seomoz.com/v2. Change it only if Moz gives you a different endpoint.,"Ichiban wysyła nowy token jako nagłówek x-moz-token. Każde odświeżenie jest zapisywane jako migawka linku zwrotnego i ponownie wykorzystywane z pamięci podręcznej podczas ponownego ładowania strony. Domyślna podstawa API URL: https://lsapi.seomoz.com/v2. Zmień to tylko wtedy, gdy Moz daje inny punkt końcowy.",,site/modules/Ichiban/ProcessIchiban.module.php,4a0f41574e0169b9cbf7b620597abc52
Moz quota,Limit Moz,,site/modules/Ichiban/ProcessIchiban.module.php,66d1b2c330002299e4c522e06c2c4a43
%1$d / %2$d rows used (%3$d%%),Wykorzystane wiersze %1$d / %2$d (%3$d%%),,site/modules/Ichiban/ProcessIchiban.module.php,21417fddb0e37af1c5d7beb2572242aa
Quota resets,Limit zostaje zresetowany,,site/modules/Ichiban/ProcessIchiban.module.php,c1adb60088c38d4edb700b294f2c8c1c
Last checked,Ostatnio sprawdzane,,site/modules/Ichiban/ProcessIchiban.module.php,712bd563f4ec14a3e9f63cd426a8f515
No quota snapshot saved yet,Nie zapisano jeszcze migawki przydziału,,site/modules/Ichiban/ProcessIchiban.module.php,a4a65810608be9f8be842570900e8393
Click Refresh quota to save current Moz usage inside Ichiban.,"Kliknij Odśwież limit, aby zapisać bieżące wykorzystanie Moz w Ichiban.",,site/modules/Ichiban/ProcessIchiban.module.php,ad52f8b657f7285100ec4f09b0626ecc
Refresh quota,Odśwież limit,,site/modules/Ichiban/ProcessIchiban.module.php,97159fe7a75f98584a2e2462ca3d4bcc
Backlinks are not working yet,Linki zwrotne jeszcze nie działają,,site/modules/Ichiban/ProcessIchiban.module.php,6e236b19e47f6132a9d7b49f8d1f1d3e
"Moz credentials are missing. Add your API token, or legacy Access ID and Secret Key, then return to this page to fetch backlink data.","Brak danych uwierzytelniających Moz. Dodaj swój token API lub starszy identyfikator dostępu i tajny klucz, a następnie wróć na tę stronę, aby pobrać dane o linkach zwrotnych.",,site/modules/Ichiban/ProcessIchiban.module.php,495ad14ba4b703b846af2573472f2eab
Open Settings,Otwórz Ustawienia,,site/modules/Ichiban/ProcessIchiban.module.php,638c05f4f159a403e04aebe94b46a2a8
No rows returned,Nie zwrócono żadnych wierszy,,site/modules/Ichiban/ProcessIchiban.module.php,919a978ebc6e0a13726a609e1d592641
Saved history,Zapisana historia,,site/modules/Ichiban/ProcessIchiban.module.php,870db953ccec85fe6fe4d81b24d5e276
Overview,Przegląd,,site/modules/Ichiban/ProcessIchiban.module.php,3b878279a04dc47d60932cb294d96259
Date range,Zakres dat,,site/modules/Ichiban/ProcessIchiban.module.php,08ee10c9fa141c53ae44667dcc1adf1e
%d days,%d dni,,site/modules/Ichiban/ProcessIchiban.module.php,cdca48ec5dde79b84b395c0c557bb290
Client ID saved,Identyfikator klienta został zapisany,,site/modules/Ichiban/ProcessIchiban.module.php,1de31a3258bc607d52b41ee216c7d72f
Client Secret saved,Zapisano tajemnicę klienta,,site/modules/Ichiban/ProcessIchiban.module.php,42b44c19ef8327c019c9ad9f78d67aee
Google Search Console,Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,4243784eac7728b8e6339bdafe240e01
Connect search performance data,Połącz dane dotyczące wydajności wyszukiwania,,site/modules/Ichiban/ProcessIchiban.module.php,4d9f46c179352d5b2d38589555a217bf
"After connecting, Ichiban will show Search Console metrics for 7, 28, 90, 180, and 365 days, including daily trends, top pages, top queries, countries, devices, search appearance, and cached Page Indexing scans.","Po podłączeniu Ichiban wyświetli dane Search Console za 7, 28, 90, 180 i 365 dni, w tym dzienne trendy, najpopularniejsze strony, najpopularniejsze zapytania, kraje, urządzenia, wygląd wyszukiwania i buforowane skany indeksowania stron.",,site/modules/Ichiban/ProcessIchiban.module.php,d5ad36a5c11aa3bfcd6490071960510a
Connect GSC,Podłącz GSC,,site/modules/Ichiban/ProcessIchiban.module.php,5169a3e73c792b659bf7ea3ebcf90d2a
Use these values,Użyj tych wartości,,site/modules/Ichiban/ProcessIchiban.module.php,380619beb0f00818c369ec13a9649649
Authorized redirect URI,Autoryzowany identyfikator URI przekierowania,,site/modules/Ichiban/ProcessIchiban.module.php,443d5d24c0964c6c49c5f81670d37624
Search Console property,Właściwość Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,2271a30c6775a2b462687d705c876d30
"Enter the exact Search Console property you use. For Domain properties, use only the bare domain, for example lqrs.uk. Ichiban automatically sends it to Google as a sc-domain property. Use https://example.com/ only for URL-prefix properties.","Wprowadź dokładnie używaną właściwość Search Console. W przypadku właściwości domeny użyj tylko samej domeny, na przykład lqrs.uk. Ichiban automatycznie wysyła go do Google jako właściwość domeny sc. Użyj https://example.com/ tylko dla właściwości z prefiksem URL.",,site/modules/Ichiban/ProcessIchiban.module.php,a786f0cf80cfb5d5d10abf81ce3a6838
How to connect,Jak się połączyć,,site/modules/Ichiban/ProcessIchiban.module.php,84d1dfd4219bd088fcf71f136fd6b604
Create or choose a Google Cloud project.,Utwórz lub wybierz projekt Google Cloud.,,site/modules/Ichiban/ProcessIchiban.module.php,93aac15bf6a45d37a5a7bc4ffe7e8e2e
