en,bg,description,file,hash
Recent redirects,Последни пренасочвания,,site/modules/Ichiban/ProcessIchiban.module.php,d8d1e8296464e0d102b685ca5740f12e
No redirects have been created yet.,Все още няма създадени пренасочвания.,,site/modules/Ichiban/ProcessIchiban.module.php,4a38edfeaacb03b63ea7ff7c01e36aba
Manage redirects,Управление на пренасочванията,,site/modules/Ichiban/ProcessIchiban.module.php,33b539e75111e7b300ec05d15c784435
Structured data,Структурирани данни,,site/modules/Ichiban/ProcessIchiban.module.php,09c0d35fcf533a857f668781e02c37a3
schema mappings,съпоставяния на схеми,,site/modules/Ichiban/ProcessIchiban.module.php,2f0a76f2e289332c22015e8c0ee86b74
missing OG images,липсващи OG изображения,,site/modules/Ichiban/ProcessIchiban.module.php,9d87b77d119da75e9586d9057706c800
Activity,активност,,site/modules/Ichiban/ProcessIchiban.module.php,ecfc2dffe568c10a67dbc6d3724cfde2
SEO revisions,SEO ревизии,,site/modules/Ichiban/ProcessIchiban.module.php,706f859724b8b0e099e5a827252e1c5d
blocked searches,блокирани търсения,,site/modules/Ichiban/ProcessIchiban.module.php,d496583a9ae5fba1751e1b28d90365bc
Website,уебсайт,,site/modules/Ichiban/ProcessIchiban.module.php,15bbb9d0bbf25e8d2978de1168c749dc
Website Settings,Настройки на уебсайта,,site/modules/Ichiban/ProcessIchiban.module.php,214da1f24a3f988f8152522853ab3958
Custom JSON must be a JSON object.,Персонализираният JSON трябва да бъде JSON обект.,,site/modules/Ichiban/ProcessIchiban.module.php,bd6488a993170d0cac1da9bc16da5168
Website settings saved.,Настройките на уебсайта са запазени.,,site/modules/Ichiban/ProcessIchiban.module.php,6259f56ac984507cecd0ab486e893b46
"Global website facts for templates, schema fallbacks, reports, AI prompts, and reusable site templates. Page-level SEO fields still win for individual pages.","Глобални факти за уебсайтове за шаблони, резервни схеми, отчети, AI подкани и шаблони за сайтове за многократна употреба. SEO полетата на ниво страница все още печелят за отделни страници.",,site/modules/Ichiban/ProcessIchiban.module.php,c844981b90d8616bec677122669ff184
SEO Settings,SEO Настройки,,site/modules/Ichiban/ProcessIchiban.module.php,f4569fc50347e757f158413dff3a219a
Save Website Settings,Запазете настройките на уебсайта,,site/modules/Ichiban/ProcessIchiban.module.php,5e28d844ad6c2d60de633feb33ff0958
Update installation is disabled in Ichiban settings.,Инсталирането на актуализация е деактивирано в настройките на Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,32663c4cf7725aa2904b1d8dcf9dd997
Ichiban update installed.,Актуализацията на Ichiban е инсталирана.,,site/modules/Ichiban/ProcessIchiban.module.php,f90a08d564b3b3804066a054b3d09358
Backup created at %s,Архивът е създаден в %s,,site/modules/Ichiban/ProcessIchiban.module.php,17b9a82263bdfdc60da46b4ea60f000c
Update failed: %s,Неуспешна актуализация: %s,,site/modules/Ichiban/ProcessIchiban.module.php,908a7626432e35c987ed7ac1b1458c13
Bulk Editor,Групов редактор,,site/modules/Ichiban/ProcessIchiban.module.php,cc8d2364a9b575d533f8c432813ccc99
Bulk SEO Editor,Групов SEO редактор,,site/modules/Ichiban/ProcessIchiban.module.php,5495968a5bfdd8010f0954e3b2a87a7e
All issue types,Всички видове проблеми,,site/modules/Ichiban/ProcessIchiban.module.php,bbb63f7c872069685793027208295a04
Missing titles,Липсващи заглавия,,site/modules/Ichiban/ProcessIchiban.module.php,ed5b322b9a2de48d55ff2e07b3607760
Missing descriptions,Липсващи описания,,site/modules/Ichiban/ProcessIchiban.module.php,d5bbb6f040f94dd46ecc085c0c1bf176
Title length issues,Проблеми с дължината на заглавието,,site/modules/Ichiban/ProcessIchiban.module.php,ca3d10d9686845089e9d2839efe7e14e
Description length issues,Проблеми с дължината на описанието,,site/modules/Ichiban/ProcessIchiban.module.php,c301c13e28f00e4de3ef7d1556328e7d
Index not built yet. Please run Audit → Rebuild Index first.,"Индексът все още не е изграден. Моля, първо стартирайте Audit → Rebuild Index.",,site/modules/Ichiban/ProcessIchiban.module.php,21d758a9b0de9421b3ffcf59609efcf9
Filtered to %s.,Филтриран до %s.,,site/modules/Ichiban/ProcessIchiban.module.php,8f5252a8e8d35a7cf33d6e1e9035e543
Edit meta titles and descriptions across indexed pages without opening each page individually.,"Редактирайте мета заглавия и описания в индексираните страници, без да отваряте всяка страница поотделно.",,site/modules/Ichiban/ProcessIchiban.module.php,5e309239cbc253988a2993a068b4d5b1
Recommended lengths,Препоръчителни дължини,,site/modules/Ichiban/ProcessIchiban.module.php,a56fd997e2cb45dea02c0840095525cb
indexed pages,индексирани страници,,site/modules/Ichiban/ProcessIchiban.module.php,cb14c4ede1a6260bcfd3480fe4cf3093
missing titles,липсващи заглавия,,site/modules/Ichiban/ProcessIchiban.module.php,2da049b3f6efb55b71c1727f3b47e57b
missing descriptions,липсващи описания,,site/modules/Ichiban/ProcessIchiban.module.php,91ceefea6d67966f3ca6fbf9af223147
templates,шаблони,,site/modules/Ichiban/ProcessIchiban.module.php,fed36e93a0509e20f2dc96cbbd85b678
Filter by template name,Филтриране по име на шаблон,,site/modules/Ichiban/ProcessIchiban.module.php,bb232c3f8d4bb560c17c9fd7a762860d
Filter,Филтър,,site/modules/Ichiban/ProcessIchiban.module.php,d7778d0c64b6ba21494c97f77a66885a
Clear,ясно,,site/modules/Ichiban/ProcessIchiban.module.php,dc30bc0c7914db5918da4263fce93ad2
Showing %1$d-%2$d of %3$d matching indexed pages,Показани са %1$d-%2$d от %3$d съответстващи индексирани страници,,site/modules/Ichiban/ProcessIchiban.module.php,a8e0decadb75e0f9c95506b58a3200a9
Changes are saved as custom SEO values for each page.,Промените се запазват като персонализирани SEO стойности за всяка страница.,,site/modules/Ichiban/ProcessIchiban.module.php,e12077245fbed3db5f2324ea4b08e717
No indexed pages match this filter,"Няма индексирани страници, отговарящи на този филтър",,site/modules/Ichiban/ProcessIchiban.module.php,c527f91b9b314bfaf3dca41af2afe629
Score legend,Легенда на резултата,,site/modules/Ichiban/ProcessIchiban.module.php,145bd3ed496e1874d258c5860e35905e
Missing title: -30,Липсва заглавие: -30,,site/modules/Ichiban/ProcessIchiban.module.php,b85143b69f41f3f656522c1a5ebc5cfb
Missing description: -20,Липсва описание: -20,,site/modules/Ichiban/ProcessIchiban.module.php,1fea1be223b4db5e9030ae6507b5db8b
Missing OG image: -15,Липсва OG изображение: -15,,site/modules/Ichiban/ProcessIchiban.module.php,c70a9520ae3fe934717ef978169fb3b4
Title length: -10,Дължина на заглавието: -10,,site/modules/Ichiban/ProcessIchiban.module.php,d7a8a461cf75149a27b71bd9980d2464
Description length: -10,Дължина на описанието: -10,,site/modules/Ichiban/ProcessIchiban.module.php,d31db1e9f4844a7d8aee6d3b029abe0b
Noindex: -15,Noindex: -15,,site/modules/Ichiban/ProcessIchiban.module.php,16c9ff67f038d5a1ca6120b671a7e0a0
Page,Страница,,site/modules/Ichiban/ProcessIchiban.module.php,193cfc9be3b995831c6af2fea6650e60
Critical,Критичен,,site/modules/Ichiban/ProcessIchiban.module.php,278d01e5af56273bae1bb99a98b370cd
Warnings,Предупреждения,,site/modules/Ichiban/ProcessIchiban.module.php,e17fdb615452f440c793b5ddad90dd5e
Healthy,Здрави,,site/modules/Ichiban/ProcessIchiban.module.php,396d45b57c2fbe3318e7b93272a2686b
%d visible pages,%d видими страници,,site/modules/Ichiban/ProcessIchiban.module.php,bc6192940e77395c29e418168910849c
Rendered title,Предадено заглавие,,site/modules/Ichiban/ProcessIchiban.module.php,273d872488e7730b57ed0ae5636db438
Missing title,Липсва заглавие,,site/modules/Ichiban/ProcessIchiban.module.php,3e008941ac5579d625d326af1afc25f8
Missing description,Липсва описание,,site/modules/Ichiban/ProcessIchiban.module.php,82d3598a151f16cf11970def5e70d3f0
Edit page,Редактиране на страница,,site/modules/Ichiban/ProcessIchiban.module.php,3fa4031425bbfdb55a03849422d8d9dc
target 30–70,цел 30–70,,site/modules/Ichiban/ProcessIchiban.module.php,ac18571e9ba027153475530499ea7dbe
target 50–160,цел 50–160,,site/modules/Ichiban/ProcessIchiban.module.php,89ce3028dd71ed591e3f85751ad1d819
Previous,Предишен,,site/modules/Ichiban/ProcessIchiban.module.php,dd1f775e443ff3b9a89270713580a51b
Page %1$d of %2$d,Страница %1$d от %2$d,,site/modules/Ichiban/ProcessIchiban.module.php,3a1ed905045e5cf29efec452131f9403
Next,Следваща,,site/modules/Ichiban/ProcessIchiban.module.php,10ac3d04253ef7e1ddc73e6091c0cd55
"Review changed fields, then save all visible edits together.","Прегледайте променените полета, след което запазете всички видими редакции заедно.",,site/modules/Ichiban/ProcessIchiban.module.php,7d029cf2a87929c1475558f15bccb182
Saved SEO fields for %d pages.,Запазени SEO полета за %d страници.,,site/modules/Ichiban/ProcessIchiban.module.php,bfe7a0be98b1d60a62b2709498d2607d
%d submitted pages were skipped because they no longer have an Ichiban SEO field.,"Изпратените %d страници бяха пропуснати, защото вече нямат поле Ichiban SEO.",,site/modules/Ichiban/ProcessIchiban.module.php,a794b63a31efb5723afeed37052d139a
Audit,Одит,,site/modules/Ichiban/ProcessIchiban.module.php,eda63b570db82e05c2fd7b5f0c3bb20f
SEO Audit Report,SEO Одитен доклад,,site/modules/Ichiban/ProcessIchiban.module.php,1c7ca5ddf8a2d26c346059d4c5e7240f
Index not built yet. Please rebuild the index first.,"Индексът все още не е изграден. Моля, първо изградете отново индекса.",,site/modules/Ichiban/ProcessIchiban.module.php,19a1a4cfb28f06ec77fc25a6ba9b2165
Every page must have a meta title. Missing titles prevent search engines from identifying page content.,Всяка страница трябва да има мета заглавие. Липсващите заглавия пречат на търсачките да идентифицират съдържанието на страницата.,,site/modules/Ichiban/ProcessIchiban.module.php,644065a5487d2a525bde830fd4b46bfe
Meta title should be 30–70 characters. Too short lacks context; too long gets truncated in search results.,Мета заглавието трябва да бъде 30–70 знака. Твърде кратък липсва контекст; твърде дълго се съкращава в резултатите от търсенето.,,site/modules/Ichiban/ProcessIchiban.module.php,9438f3922e54caabdf1d0ee6aa423705
Each page should have a unique meta title. Duplicate titles confuse search engines about which page to rank.,Всяка страница трябва да има уникално мета заглавие. Дублиращите се заглавия объркват търсачките коя страница да класират.,,site/modules/Ichiban/ProcessIchiban.module.php,a552e12f62256f54e82c2cc3c80637f1
Meta description should be set on every page. It appears as the snippet in search results and affects click-through rate.,Мета описанието трябва да бъде зададено на всяка страница. Показва се като фрагмент в резултатите от търсенето и влияе върху честотата на кликване.,,site/modules/Ichiban/ProcessIchiban.module.php,b533c9143b51b1bd4691be7bb6a1582c
Meta description should be 50–160 characters. Longer descriptions get cut off in search results.,Мета описанието трябва да е 50–160 знака. По-дългите описания се отрязват в резултатите от търсенето.,,site/modules/Ichiban/ProcessIchiban.module.php,a5e2f0705b313bf7664cd244360a1813
Each page should have a unique meta description. Duplicates reduce the value of individual pages in search rankings.,Всяка страница трябва да има уникално мета описание. Дубликатите намаляват стойността на отделните страници в класирането при търсене.,,site/modules/Ichiban/ProcessIchiban.module.php,8a9f8ec515416f8bbb98f56ab4f20a26
Open Graph image should be set so shared links look rich on social media.,"Open Graph изображението трябва да бъде настроено така, че споделените връзки да изглеждат богати в социалните медии.",,site/modules/Ichiban/ProcessIchiban.module.php,fd2c15562e2d7980c5db43f62e0a4a87
Canonical URL must be an absolute URL starting with http. Invalid canonicals can cause indexing issues.,"Каноничният URL трябва да бъде абсолютен URL, започващ с http. Невалидните канонични данни могат да причинят проблеми с индексирането.",,site/modules/Ichiban/ProcessIchiban.module.php,3fce513fb1e80242956eeeb8aa7e20f1
Published pages should not have noindex set unless intentionally hidden from search engines.,"Публикуваните страници не трябва да имат зададен noindex, освен ако не са умишлено скрити от търсачките.",,site/modules/Ichiban/ProcessIchiban.module.php,ac9886e9d3f4822a6d7125906552eef3
"URLs should use hyphens instead of underscores. Google treats hyphens as word separators, underscores as word joiners.","URLs трябва да използва тирета вместо долни черти. Google третира тиретата като разделители на думи, подчертанията като съединители на думи.",,site/modules/Ichiban/ProcessIchiban.module.php,c475f4454daccec66bb17ec4974c3240
Schema.org type should be set to help search engines understand page content and enable rich results.,"Типът Schema.org трябва да бъде зададен, за да помогне на търсачките да разберат съдържанието на страницата и да активират богати резултати.",,site/modules/Ichiban/ProcessIchiban.module.php,dc01859480d28257fe0e168d1969dd4a
"Review technical SEO signals, metadata coverage, social sharing readiness, and schema basics across indexed pages.","Прегледайте техническите SEO сигнали, покритието на метаданни, готовността за социално споделяне и основите на схемата в индексираните страници.",,site/modules/Ichiban/ProcessIchiban.module.php,50a4ea5886e9b74d699c47349f5ccc6f
Export CSV,Експортиране на CSV,,site/modules/Ichiban/ProcessIchiban.module.php,c04f1e4841a6af78088d6ccf6f3a8a76
Audit score,Резултат от одита,,site/modules/Ichiban/ProcessIchiban.module.php,cae9866f9e8b1261df35e8798b48dac6
open issues,отворени въпроси,,site/modules/Ichiban/ProcessIchiban.module.php,92b6e620a025aab6d868bcabf9a44545
critical,критичен,,site/modules/Ichiban/ProcessIchiban.module.php,7e85bcb66fb9a809d5ab4f62a8b8bea8
warnings,предупреждения,,site/modules/Ichiban/ProcessIchiban.module.php,3879149292f9af4469cec013785d6dfd
Last indexed:,Последно индексирано:,,site/modules/Ichiban/ProcessIchiban.module.php,db07a988ebbbfbcc460b1e5a7db57d4a
"Rebuild the index after large content, template, or SEO field changes.","Възстановете индекса след промени в голямо съдържание, шаблон или SEO поле.",,site/modules/Ichiban/ProcessIchiban.module.php,3c1b1b069cbe9f09d78b1bea80405e93
Fix first,Първо поправете,,site/modules/Ichiban/ProcessIchiban.module.php,a18c078ea2b94f24f12cef2609fb14da
%d pages affected,%d засегнати страници,,site/modules/Ichiban/ProcessIchiban.module.php,566682b91df13af6a414f4de03a19961
No active audit issues,Няма активни проблеми с одита,,site/modules/Ichiban/ProcessIchiban.module.php,f57eacbb01d1146684945f3d443f611c
Rule details,Подробности за правилото,,site/modules/Ichiban/ProcessIchiban.module.php,9da625131759cd8facbc3977ad3896c4
Rule,правило,,site/modules/Ichiban/ProcessIchiban.module.php,ab7a485ebe75b6dd7243ad719f23c7de
Severity,Тежест,,site/modules/Ichiban/ProcessIchiban.module.php,007cc9547ae8884ad597cd92ba505422
Description,Описание,,site/modules/Ichiban/ProcessIchiban.module.php,b5a7adde1af5c87d7fd797b6245c2a39
Issues,Проблеми,,site/modules/Ichiban/ProcessIchiban.module.php,80b768b15c3693e345a436b9dc0ea36f
Pages Affected,Засегнати страници,,site/modules/Ichiban/ProcessIchiban.module.php,877175f1d8ba6c5429e96ea65d3a5997
Open first affected page,Отворете първата засегната страница,,site/modules/Ichiban/ProcessIchiban.module.php,2b1ff48f58fcac978f51ef768d59bf83
Redirects,Пренасочвания,,site/modules/Ichiban/ProcessIchiban.module.php,08635c4f0bf6edbca5d2a8bd0da24a6c
Redirect Manager,Мениджър за пренасочване,,site/modules/Ichiban/ProcessIchiban.module.php,95ef4929dd3563b677d3d1873bc08461
Imported %d redirects.,Импортирани %d пренасочвания.,,site/modules/Ichiban/ProcessIchiban.module.php,b6e4d6c15b322b2def36969349edc2fe
"Manage manual, imported, and automatic redirects from one place.","Управлявайте ръчни, импортирани и автоматични пренасочвания от едно място.",,site/modules/Ichiban/ProcessIchiban.module.php,23f86049f85992c0d1ee5a70ce8b6db6
shown,показано,,site/modules/Ichiban/ProcessIchiban.module.php,3fdec1ddf038c12af81ea185ed8c8083
"Search by source, target, or note","Търсете по източник, цел или бележка",,site/modules/Ichiban/ProcessIchiban.module.php,739946d849ed2c606613dd6b9f01426e
Search,Търсене,,site/modules/Ichiban/ProcessIchiban.module.php,13348442cc6a27032d2b4aa28b75a5d3
Add redirect,Добавете пренасочване,,site/modules/Ichiban/ProcessIchiban.module.php,be52536ce2456f133c611e523f95701c
From,от,,site/modules/Ichiban/ProcessIchiban.module.php,5da618e8e4b89c66fe86e32cdafde142
To,до,,site/modules/Ichiban/ProcessIchiban.module.php,e12167aa0a7698e6ebc92b4ce3909b53
Type,Тип,,site/modules/Ichiban/ProcessIchiban.module.php,a1fa27779242b4902f7ae3bdd5c6d508
Note,Забележка,,site/modules/Ichiban/ProcessIchiban.module.php,3b0649c72650c313a357338dcdfb64ec
Treat From as a regular expression pattern.,Третирайте От като модел на регулярен израз.,,site/modules/Ichiban/ProcessIchiban.module.php,433e3597944060ed606dd1ee4d116158
Add Redirect,Добавете пренасочване,,site/modules/Ichiban/ProcessIchiban.module.php,29d916d0db37747ddb65923756bafbf0
Import CSV,Импортирайте CSV,,site/modules/Ichiban/ProcessIchiban.module.php,28ec2d08ef97978d3e7776c33a75592a
CSV format,CSV формат,,site/modules/Ichiban/ProcessIchiban.module.php,59bcc5f531966f982541ced1e3717b8c
"Allowed types: 301, 302, 307, 410, 451. Use 1 for regex patterns and 0 for plain paths.","Позволени типове: 301, 302, 307, 410, 451. Използвайте 1 за модели на регулярни изрази и 0 за обикновени пътища.",,site/modules/Ichiban/ProcessIchiban.module.php,3b3e761b1c8361b6494955de5c27179e
Example:,Пример:,,site/modules/Ichiban/ProcessIchiban.module.php,81eeab9506186e2dca8faefa78d54067
Import,Импортиране,,site/modules/Ichiban/ProcessIchiban.module.php,72d6d7a1885885bb55a565fd1070581a
Redirect list,Списък за пренасочване,,site/modules/Ichiban/ProcessIchiban.module.php,93dad7633866331169afa8aafb5ad2d0
Hits,Хитове,,site/modules/Ichiban/ProcessIchiban.module.php,b69df945ae986e6b1882cdc87ad19617
Auto,Авто,,site/modules/Ichiban/ProcessIchiban.module.php,06b9281e396db002010bde1de57262eb
Open,Отворете,,site/modules/Ichiban/ProcessIchiban.module.php,c3bf447eabe632720a3aa1a7ce401274
Created automatically after a page path change.,Създава се автоматично след промяна на пътя на страницата.,,site/modules/Ichiban/ProcessIchiban.module.php,485386096fd4a3fa1f7e00836dbd0827
Save,Запазване,,site/modules/Ichiban/ProcessIchiban.module.php,c9cc8cce247e49bae79f15173ce97354
Delete,Изтриване,,site/modules/Ichiban/ProcessIchiban.module.php,f2a6c498fb90ee345d997f888fce3b18
Insights,Прозрения,,site/modules/Ichiban/ProcessIchiban.module.php,f1c9e9af80bb533618f5bdefe333747d
SEO Insights,SEO Прозрения,,site/modules/Ichiban/ProcessIchiban.module.php,c8edfd442a49de54b51cfd1c5a4196e3
Add Google OAuth Client ID and Client Secret in Settings before connecting Search Console.,"Добавете клиентски идентификатор на Google OAuth и клиентска тайна в настройките, преди да свържете Search Console.",,site/modules/Ichiban/ProcessIchiban.module.php,9916baf62a5906addf6905ede7103eb2
Google Search Console disconnected. Cached Insights and Page Indexing scan data were cleared.,Google Search Console е прекъснат. Кешираните данни за статистиката и сканирането на индексирането на страници бяха изчистени.,,site/modules/Ichiban/ProcessIchiban.module.php,833357916696a9b5644b32cd37a3ac94
Security token expired. Reload the page and click Disconnect GSC again.,Токенът за сигурност е изтекъл. Презаредете страницата и щракнете отново върху Disconnect GSC.,,site/modules/Ichiban/ProcessIchiban.module.php,38382341df23fe264a3257768af0ccbd
Checked %d URLs with URL Inspection API.,Проверен %d URLs с URL Проверка API.,,site/modules/Ichiban/ProcessIchiban.module.php,1fc136b08e93155b636e08daf9b1948a
URL Inspection scan did not return results: %s,URL Сканирането при проверка не върна резултати: %s,,site/modules/Ichiban/ProcessIchiban.module.php,f8539786a365d791d4078ebfadf0f598
Security token expired. Reload the page and run Scan indexing issues again.,Токенът за сигурност е изтекъл. Презаредете страницата и стартирайте отново Scan indexing issues.,,site/modules/Ichiban/ProcessIchiban.module.php,de148e0c29d2a0be01cb28cd3e73f1c9
"Review Google Search Console performance, page indexing checks, and search breakdowns from cached API data.","Прегледайте производителността на Google Search Console, проверките за индексиране на страници и разбивките на търсенето от кеширани API данни.",,site/modules/Ichiban/ProcessIchiban.module.php,a269a9f699ef592ea53da37e53549875
Open Search Console,Отворете Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,7b11b8df59ea4ca8a06e8750a4681332
Connected,Свързан,,site/modules/Ichiban/ProcessIchiban.module.php,2ec0d16e4ca169baedb9b2d50ec5c6d7
Clicks,Щраквания,,site/modules/Ichiban/ProcessIchiban.module.php,cbdb553aaace16e77bb205e9bc3375ef
Top Pages,Топ страници,,site/modules/Ichiban/ProcessIchiban.module.php,cbba0bb582f974795b6ae71047cc8d90
Top Queries,Топ запитвания,,site/modules/Ichiban/ProcessIchiban.module.php,64abc290660b16254eec82793814b751
Countries,Държави,,site/modules/Ichiban/ProcessIchiban.module.php,790d59ef178acbc75d233bf4211763c6
Devices,устройства,,site/modules/Ichiban/ProcessIchiban.module.php,c03ca67dda321195d74c951097f240c6
Search Appearance,Външен вид при търсене,,site/modules/Ichiban/ProcessIchiban.module.php,c43ac5e20d34bdfa4bb127e8cc09e1e0
Backlinks,Обратни връзки,,site/modules/Ichiban/ProcessIchiban.module.php,2fa3dc62790aa53d151200a8164fc11c
Moz quota snapshot saved.,Моментната снимка на квотата Moz е запазена.,,site/modules/Ichiban/ProcessIchiban.module.php,e00226a7bc383b84f1e44d6c20d53467
Moz quota lookup did not return data.,Търсенето на квота Moz не върна данни.,,site/modules/Ichiban/ProcessIchiban.module.php,00d38bdf70c9338041d07a7887e7b117
Saved backlink snapshot with %d rows.,Запазена моментна снимка на обратната връзка с %d редове.,,site/modules/Ichiban/ProcessIchiban.module.php,44d1cb2adcaeef51af410fad1c19e7e6
"Monitor inbound links, linking domains, and anchor text through the Moz Links API.","Наблюдавайте входящи връзки, свързващи домейни и котвен текст чрез Moz връзки API.",,site/modules/Ichiban/ProcessIchiban.module.php,4aff4e57b7209847ccc41bcc2745d359
Moz Settings,Moz Настройки,,site/modules/Ichiban/ProcessIchiban.module.php,a9ee4eb721c82c6210503745244dba47
No saved snapshot yet,Все още няма запазена моментна снимка,,site/modules/Ichiban/ProcessIchiban.module.php,46df3f0a3c175030638f99c4a80e9322
saved rows,запазени редове,,site/modules/Ichiban/ProcessIchiban.module.php,64170782ace1493528730415d670055e
target,цел,,site/modules/Ichiban/ProcessIchiban.module.php,42aefbae01d2dfd981f7da7d823d689e
last refresh,последно опресняване,,site/modules/Ichiban/ProcessIchiban.module.php,0bf5ccdba5d874d59f5bf75cd486b294
Links,Връзки,,site/modules/Ichiban/ProcessIchiban.module.php,bd908db5ccb07777ced8023dffc802f4
example.com,example.com,,site/modules/Ichiban/ProcessIchiban.module.php,5ababd603b22780302dd8d83498e5172
Root domain,Основен домейн,,site/modules/Ichiban/ProcessIchiban.module.php,33bccc4998d30e02ad8f530b01971083
Refresh from Moz,Обновете от Moz,,site/modules/Ichiban/ProcessIchiban.module.php,7f717ba9da26c27a23e86cb1ffe05fe7
How to connect Moz,Как да свържете Moz,,site/modules/Ichiban/ProcessIchiban.module.php,c425d6b0af823d3510061a1faefa995c
Create or open a Moz API account.,Създайте или отворете Moz API акаунт.,,site/modules/Ichiban/ProcessIchiban.module.php,ce7beab1a382dacfeea47b70ce8ec1f6
"During signup, Moz asks for a debit or credit card even on the free plan. This is part of their security and abuse-prevention flow.",По време на регистрация Moz иска дебитна или кредитна карта дори при безплатния план. Това е част от техния поток за сигурност и предотвратяване на злоупотреби.,,site/modules/Ichiban/ProcessIchiban.module.php,c014ee7db3d11af8bc7a712d229c1cb5
Create an API token in the Moz API dashboard.,Създайте токен API в таблото за управление Moz API.,,site/modules/Ichiban/ProcessIchiban.module.php,af568a58e1da41bcf051aaa57e49561d
"Paste the token into the Moz API token field in %s, then save.","Поставете токена в полето за токен Moz API в %s, след което запазете.",,site/modules/Ichiban/ProcessIchiban.module.php,c7c2eb8550b06c6b7f0be3a3439d299c
"Fallback: if token auth does not work for your account, open Show Legacy Credentials for the token and paste the Access ID and Secret Key instead.","Резервен вариант: ако удостоверяването на токена не работи за вашия акаунт, отворете Показване на наследени идентификационни данни за токена и вместо това поставете идентификатора за достъп и секретния ключ.",,site/modules/Ichiban/ProcessIchiban.module.php,13288d7bafe020026c4e633fda1c9f50
"Return here, keep the default 5-row limit, and click Refresh from Moz. The free plan quota is tiny, so avoid repeated refreshes.","Върнете се тук, запазете ограничението от 5 реда по подразбиране и щракнете върху Обновяване от Moz. Квотата на безплатния план е малка, така че избягвайте многократните опреснявания.",,site/modules/Ichiban/ProcessIchiban.module.php,29a2d2682f58a85045b1b2ba82b05cb5
Ichiban sends the new token as the x-moz-token header. Every refresh is saved as a backlink snapshot and reused from cache on page reload. Default API base URL: https://lsapi.seomoz.com/v2. Change it only if Moz gives you a different endpoint.,Ichiban изпраща новия токен като заглавка x-moz-token. Всяко опресняване се запазва като моментна снимка на обратната връзка и се използва повторно от кеша при презареждане на страницата. База API по подразбиране URL: https://lsapi.seomoz.com/v2. Променете го само ако Moz ви даде различна крайна точка.,,site/modules/Ichiban/ProcessIchiban.module.php,4a0f41574e0169b9cbf7b620597abc52
Moz quota,Moz квота,,site/modules/Ichiban/ProcessIchiban.module.php,66d1b2c330002299e4c522e06c2c4a43
%1$d / %2$d rows used (%3$d%%),%1$d / %2$d използвани редове (%3$d%%),,site/modules/Ichiban/ProcessIchiban.module.php,21417fddb0e37af1c5d7beb2572242aa
Quota resets,Нулиране на квотата,,site/modules/Ichiban/ProcessIchiban.module.php,c1adb60088c38d4edb700b294f2c8c1c
Last checked,Последна проверка,,site/modules/Ichiban/ProcessIchiban.module.php,712bd563f4ec14a3e9f63cd426a8f515
No quota snapshot saved yet,Все още няма запазена моментна снимка на квотата,,site/modules/Ichiban/ProcessIchiban.module.php,a4a65810608be9f8be842570900e8393
Click Refresh quota to save current Moz usage inside Ichiban.,"Щракнете върху Обновяване на квотата, за да запазите текущото използване на Moz в Ichiban.",,site/modules/Ichiban/ProcessIchiban.module.php,ad52f8b657f7285100ec4f09b0626ecc
Refresh quota,Опресняване на квотата,,site/modules/Ichiban/ProcessIchiban.module.php,97159fe7a75f98584a2e2462ca3d4bcc
Backlinks are not working yet,Обратните връзки все още не работят,,site/modules/Ichiban/ProcessIchiban.module.php,6e236b19e47f6132a9d7b49f8d1f1d3e
"Moz credentials are missing. Add your API token, or legacy Access ID and Secret Key, then return to this page to fetch backlink data.","Moz идентификационни данни липсват. Добавете своя токен API или наследен ID за достъп и таен ключ, след което се върнете на тази страница, за да извлечете данни за обратна връзка.",,site/modules/Ichiban/ProcessIchiban.module.php,495ad14ba4b703b846af2573472f2eab
Open Settings,Отворете Настройки,,site/modules/Ichiban/ProcessIchiban.module.php,638c05f4f159a403e04aebe94b46a2a8
No rows returned,Няма върнати редове,,site/modules/Ichiban/ProcessIchiban.module.php,919a978ebc6e0a13726a609e1d592641
Saved history,Запазена история,,site/modules/Ichiban/ProcessIchiban.module.php,870db953ccec85fe6fe4d81b24d5e276
Overview,Преглед,,site/modules/Ichiban/ProcessIchiban.module.php,3b878279a04dc47d60932cb294d96259
Date range,Период от време,,site/modules/Ichiban/ProcessIchiban.module.php,08ee10c9fa141c53ae44667dcc1adf1e
%d days,%d дни,,site/modules/Ichiban/ProcessIchiban.module.php,cdca48ec5dde79b84b395c0c557bb290
Client ID saved,ID на клиента е запазен,,site/modules/Ichiban/ProcessIchiban.module.php,1de31a3258bc607d52b41ee216c7d72f
Client Secret saved,Тайната на клиента е запазена,,site/modules/Ichiban/ProcessIchiban.module.php,42b44c19ef8327c019c9ad9f78d67aee
Google Search Console,Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,4243784eac7728b8e6339bdafe240e01
Connect search performance data,Свържете данните за ефективността на търсенето,,site/modules/Ichiban/ProcessIchiban.module.php,4d9f46c179352d5b2d38589555a217bf
