en,sv,description,file,hash
Recent redirects,Senaste omdirigeringar,,site/modules/Ichiban/ProcessIchiban.module.php,d8d1e8296464e0d102b685ca5740f12e
No redirects have been created yet.,Inga omdirigeringar har skapats ännu.,,site/modules/Ichiban/ProcessIchiban.module.php,4a38edfeaacb03b63ea7ff7c01e36aba
Manage redirects,Hantera omdirigeringar,,site/modules/Ichiban/ProcessIchiban.module.php,33b539e75111e7b300ec05d15c784435
Structured data,Strukturerad data,,site/modules/Ichiban/ProcessIchiban.module.php,09c0d35fcf533a857f668781e02c37a3
schema mappings,schemamappningar,,site/modules/Ichiban/ProcessIchiban.module.php,2f0a76f2e289332c22015e8c0ee86b74
missing OG images,saknade OG-bilder,,site/modules/Ichiban/ProcessIchiban.module.php,9d87b77d119da75e9586d9057706c800
Activity,Aktivitet,,site/modules/Ichiban/ProcessIchiban.module.php,ecfc2dffe568c10a67dbc6d3724cfde2
SEO revisions,SEO revisioner,,site/modules/Ichiban/ProcessIchiban.module.php,706f859724b8b0e099e5a827252e1c5d
blocked searches,blockerade sökningar,,site/modules/Ichiban/ProcessIchiban.module.php,d496583a9ae5fba1751e1b28d90365bc
Website,Webbplats,,site/modules/Ichiban/ProcessIchiban.module.php,15bbb9d0bbf25e8d2978de1168c749dc
Website Settings,Webbplatsinställningar,,site/modules/Ichiban/ProcessIchiban.module.php,214da1f24a3f988f8152522853ab3958
Custom JSON must be a JSON object.,Anpassad JSON måste vara ett JSON-objekt.,,site/modules/Ichiban/ProcessIchiban.module.php,bd6488a993170d0cac1da9bc16da5168
Website settings saved.,Webbplatsinställningar sparade.,,site/modules/Ichiban/ProcessIchiban.module.php,6259f56ac984507cecd0ab486e893b46
"Global website facts for templates, schema fallbacks, reports, AI prompts, and reusable site templates. Page-level SEO fields still win for individual pages.","Globala webbplatsfakta för mallar, reservscheman, rapporter, AI-meddelanden och återanvändbara webbplatsmallar. SEO-fält på sidnivå vinner fortfarande för enskilda sidor.",,site/modules/Ichiban/ProcessIchiban.module.php,c844981b90d8616bec677122669ff184
SEO Settings,SEO Inställningar,,site/modules/Ichiban/ProcessIchiban.module.php,f4569fc50347e757f158413dff3a219a
Save Website Settings,Spara webbplatsinställningar,,site/modules/Ichiban/ProcessIchiban.module.php,5e28d844ad6c2d60de633feb33ff0958
Update installation is disabled in Ichiban settings.,Uppdateringsinstallation är inaktiverad i Ichiban-inställningarna.,,site/modules/Ichiban/ProcessIchiban.module.php,32663c4cf7725aa2904b1d8dcf9dd997
Ichiban update installed.,Ichiban-uppdatering installerad.,,site/modules/Ichiban/ProcessIchiban.module.php,f90a08d564b3b3804066a054b3d09358
Backup created at %s,Säkerhetskopiering skapad på %s,,site/modules/Ichiban/ProcessIchiban.module.php,17b9a82263bdfdc60da46b4ea60f000c
Update failed: %s,Uppdatering misslyckades: %s,,site/modules/Ichiban/ProcessIchiban.module.php,908a7626432e35c987ed7ac1b1458c13
Bulk Editor,Bulk Editor,,site/modules/Ichiban/ProcessIchiban.module.php,cc8d2364a9b575d533f8c432813ccc99
Bulk SEO Editor,Bulk SEO Editor,,site/modules/Ichiban/ProcessIchiban.module.php,5495968a5bfdd8010f0954e3b2a87a7e
All issue types,Alla problemtyper,,site/modules/Ichiban/ProcessIchiban.module.php,bbb63f7c872069685793027208295a04
Missing titles,Saknade titlar,,site/modules/Ichiban/ProcessIchiban.module.php,ed5b322b9a2de48d55ff2e07b3607760
Missing descriptions,Saknar beskrivningar,,site/modules/Ichiban/ProcessIchiban.module.php,d5bbb6f040f94dd46ecc085c0c1bf176
Title length issues,Titellängdsproblem,,site/modules/Ichiban/ProcessIchiban.module.php,ca3d10d9686845089e9d2839efe7e14e
Description length issues,Problem med beskrivningslängden,,site/modules/Ichiban/ProcessIchiban.module.php,c301c13e28f00e4de3ef7d1556328e7d
Index not built yet. Please run Audit → Rebuild Index first.,Index inte byggt ännu. Vänligen kör Audit → Bygg om index först.,,site/modules/Ichiban/ProcessIchiban.module.php,21d758a9b0de9421b3ffcf59609efcf9
Filtered to %s.,Filtrerat till %s.,,site/modules/Ichiban/ProcessIchiban.module.php,8f5252a8e8d35a7cf33d6e1e9035e543
Edit meta titles and descriptions across indexed pages without opening each page individually.,Redigera metatitlar och beskrivningar över indexerade sidor utan att öppna varje sida individuellt.,,site/modules/Ichiban/ProcessIchiban.module.php,5e309239cbc253988a2993a068b4d5b1
Recommended lengths,Rekommenderade längder,,site/modules/Ichiban/ProcessIchiban.module.php,a56fd997e2cb45dea02c0840095525cb
indexed pages,indexerade sidor,,site/modules/Ichiban/ProcessIchiban.module.php,cb14c4ede1a6260bcfd3480fe4cf3093
missing titles,saknade titlar,,site/modules/Ichiban/ProcessIchiban.module.php,2da049b3f6efb55b71c1727f3b47e57b
missing descriptions,saknade beskrivningar,,site/modules/Ichiban/ProcessIchiban.module.php,91ceefea6d67966f3ca6fbf9af223147
templates,mallar,,site/modules/Ichiban/ProcessIchiban.module.php,fed36e93a0509e20f2dc96cbbd85b678
Filter by template name,Filtrera efter mallnamn,,site/modules/Ichiban/ProcessIchiban.module.php,bb232c3f8d4bb560c17c9fd7a762860d
Filter,Filtrera,,site/modules/Ichiban/ProcessIchiban.module.php,d7778d0c64b6ba21494c97f77a66885a
Clear,Rensa,,site/modules/Ichiban/ProcessIchiban.module.php,dc30bc0c7914db5918da4263fce93ad2
Showing %1$d-%2$d of %3$d matching indexed pages,Visar %1$d-%2$d av %3$d matchande indexerade sidor,,site/modules/Ichiban/ProcessIchiban.module.php,a8e0decadb75e0f9c95506b58a3200a9
Changes are saved as custom SEO values for each page.,Ändringar sparas som anpassade SEO-värden för varje sida.,,site/modules/Ichiban/ProcessIchiban.module.php,e12077245fbed3db5f2324ea4b08e717
No indexed pages match this filter,Inga indexerade sidor matchar detta filter,,site/modules/Ichiban/ProcessIchiban.module.php,c527f91b9b314bfaf3dca41af2afe629
Score legend,Poäng legend,,site/modules/Ichiban/ProcessIchiban.module.php,145bd3ed496e1874d258c5860e35905e
Missing title: -30,Saknas titel: -30,,site/modules/Ichiban/ProcessIchiban.module.php,b85143b69f41f3f656522c1a5ebc5cfb
Missing description: -20,Beskrivning saknas: -20,,site/modules/Ichiban/ProcessIchiban.module.php,1fea1be223b4db5e9030ae6507b5db8b
Missing OG image: -15,OG-bild saknas: -15,,site/modules/Ichiban/ProcessIchiban.module.php,c70a9520ae3fe934717ef978169fb3b4
Title length: -10,Titellängd: -10,,site/modules/Ichiban/ProcessIchiban.module.php,d7a8a461cf75149a27b71bd9980d2464
Description length: -10,Beskrivningslängd: -10,,site/modules/Ichiban/ProcessIchiban.module.php,d31db1e9f4844a7d8aee6d3b029abe0b
Noindex: -15,Noindex: -15,,site/modules/Ichiban/ProcessIchiban.module.php,16c9ff67f038d5a1ca6120b671a7e0a0
Page,Sida,,site/modules/Ichiban/ProcessIchiban.module.php,193cfc9be3b995831c6af2fea6650e60
Critical,Kritisk,,site/modules/Ichiban/ProcessIchiban.module.php,278d01e5af56273bae1bb99a98b370cd
Warnings,Varningar,,site/modules/Ichiban/ProcessIchiban.module.php,e17fdb615452f440c793b5ddad90dd5e
Healthy,Frisk,,site/modules/Ichiban/ProcessIchiban.module.php,396d45b57c2fbe3318e7b93272a2686b
%d visible pages,%d synliga sidor,,site/modules/Ichiban/ProcessIchiban.module.php,bc6192940e77395c29e418168910849c
Rendered title,Återgiven titel,,site/modules/Ichiban/ProcessIchiban.module.php,273d872488e7730b57ed0ae5636db438
Missing title,Saknar titel,,site/modules/Ichiban/ProcessIchiban.module.php,3e008941ac5579d625d326af1afc25f8
Missing description,Saknar beskrivning,,site/modules/Ichiban/ProcessIchiban.module.php,82d3598a151f16cf11970def5e70d3f0
Edit page,Redigera sida,,site/modules/Ichiban/ProcessIchiban.module.php,3fa4031425bbfdb55a03849422d8d9dc
target 30–70,mål 30–70,,site/modules/Ichiban/ProcessIchiban.module.php,ac18571e9ba027153475530499ea7dbe
target 50–160,mål 50–160,,site/modules/Ichiban/ProcessIchiban.module.php,89ce3028dd71ed591e3f85751ad1d819
Previous,Föregående,,site/modules/Ichiban/ProcessIchiban.module.php,dd1f775e443ff3b9a89270713580a51b
Page %1$d of %2$d,Sida %1$d av %2$d,,site/modules/Ichiban/ProcessIchiban.module.php,3a1ed905045e5cf29efec452131f9403
Next,Nästa,,site/modules/Ichiban/ProcessIchiban.module.php,10ac3d04253ef7e1ddc73e6091c0cd55
"Review changed fields, then save all visible edits together.",Granska ändrade fält och spara sedan alla synliga ändringar tillsammans.,,site/modules/Ichiban/ProcessIchiban.module.php,7d029cf2a87929c1475558f15bccb182
Saved SEO fields for %d pages.,Sparade SEO-fält för %d-sidor.,,site/modules/Ichiban/ProcessIchiban.module.php,bfe7a0be98b1d60a62b2709498d2607d
%d submitted pages were skipped because they no longer have an Ichiban SEO field.,%d inskickade sidor hoppades över eftersom de inte längre har ett Ichiban SEO-fält.,,site/modules/Ichiban/ProcessIchiban.module.php,a794b63a31efb5723afeed37052d139a
Audit,Revision,,site/modules/Ichiban/ProcessIchiban.module.php,eda63b570db82e05c2fd7b5f0c3bb20f
SEO Audit Report,SEO revisionsrapport,,site/modules/Ichiban/ProcessIchiban.module.php,1c7ca5ddf8a2d26c346059d4c5e7240f
Index not built yet. Please rebuild the index first.,Index inte byggt ännu. Vänligen bygg om indexet först.,,site/modules/Ichiban/ProcessIchiban.module.php,19a1a4cfb28f06ec77fc25a6ba9b2165
Every page must have a meta title. Missing titles prevent search engines from identifying page content.,Varje sida måste ha en metatitel. Saknade titlar hindrar sökmotorer från att identifiera sidinnehåll.,,site/modules/Ichiban/ProcessIchiban.module.php,644065a5487d2a525bde830fd4b46bfe
Meta title should be 30–70 characters. Too short lacks context; too long gets truncated in search results.,Metatitel ska vara 30–70 tecken. För kort saknar sammanhang; för lång trunkeras i sökresultaten.,,site/modules/Ichiban/ProcessIchiban.module.php,9438f3922e54caabdf1d0ee6aa423705
Each page should have a unique meta title. Duplicate titles confuse search engines about which page to rank.,Varje sida bör ha en unik metatitel. Dubbletttitlar förvirrar sökmotorer om vilken sida som ska rankas.,,site/modules/Ichiban/ProcessIchiban.module.php,a552e12f62256f54e82c2cc3c80637f1
Meta description should be set on every page. It appears as the snippet in search results and affects click-through rate.,Metabeskrivning bör anges på varje sida. Det visas som utdraget i sökresultaten och påverkar klickfrekvensen.,,site/modules/Ichiban/ProcessIchiban.module.php,b533c9143b51b1bd4691be7bb6a1582c
Meta description should be 50–160 characters. Longer descriptions get cut off in search results.,Metabeskrivning ska vara 50–160 tecken. Längre beskrivningar skärs av i sökresultaten.,,site/modules/Ichiban/ProcessIchiban.module.php,a5e2f0705b313bf7664cd244360a1813
Each page should have a unique meta description. Duplicates reduce the value of individual pages in search rankings.,Varje sida bör ha en unik metabeskrivning. Dubbletter minskar värdet av enskilda sidor i sökrankningen.,,site/modules/Ichiban/ProcessIchiban.module.php,8a9f8ec515416f8bbb98f56ab4f20a26
Open Graph image should be set so shared links look rich on social media.,Open Graph-bild bör ställas in så att delade länkar ser rika ut på sociala medier.,,site/modules/Ichiban/ProcessIchiban.module.php,fd2c15562e2d7980c5db43f62e0a4a87
Canonical URL must be an absolute URL starting with http. Invalid canonicals can cause indexing issues.,Canonical URL måste vara en absolut URL som börjar med http. Ogiltig kanon kan orsaka indexeringsproblem.,,site/modules/Ichiban/ProcessIchiban.module.php,3fce513fb1e80242956eeeb8aa7e20f1
Published pages should not have noindex set unless intentionally hidden from search engines.,Publicerade sidor bör inte ha noindex inställt såvida de inte avsiktligt döljs från sökmotorer.,,site/modules/Ichiban/ProcessIchiban.module.php,ac9886e9d3f4822a6d7125906552eef3
"URLs should use hyphens instead of underscores. Google treats hyphens as word separators, underscores as word joiners.","URLs bör använda bindestreck istället för understreck. Google behandlar bindestreck som ordavgränsare, understreck som ordsammanfogningar.",,site/modules/Ichiban/ProcessIchiban.module.php,c475f4454daccec66bb17ec4974c3240
Schema.org type should be set to help search engines understand page content and enable rich results.,Schema.org-typen bör ställas in för att hjälpa sökmotorer att förstå sidinnehåll och möjliggöra omfattande resultat.,,site/modules/Ichiban/ProcessIchiban.module.php,dc01859480d28257fe0e168d1969dd4a
"Review technical SEO signals, metadata coverage, social sharing readiness, and schema basics across indexed pages.","Granska tekniska SEO-signaler, metadatatäckning, beredskap för social delning och schemagrunderna över indexerade sidor.",,site/modules/Ichiban/ProcessIchiban.module.php,50a4ea5886e9b74d699c47349f5ccc6f
Export CSV,Exportera CSV,,site/modules/Ichiban/ProcessIchiban.module.php,c04f1e4841a6af78088d6ccf6f3a8a76
Audit score,Revisionsresultat,,site/modules/Ichiban/ProcessIchiban.module.php,cae9866f9e8b1261df35e8798b48dac6
open issues,öppna frågor,,site/modules/Ichiban/ProcessIchiban.module.php,92b6e620a025aab6d868bcabf9a44545
critical,kritiska,,site/modules/Ichiban/ProcessIchiban.module.php,7e85bcb66fb9a809d5ab4f62a8b8bea8
warnings,varningar,,site/modules/Ichiban/ProcessIchiban.module.php,3879149292f9af4469cec013785d6dfd
Last indexed:,Senast indexerad:,,site/modules/Ichiban/ProcessIchiban.module.php,db07a988ebbbfbcc460b1e5a7db57d4a
"Rebuild the index after large content, template, or SEO field changes.","Bygg om indexet efter stora ändringar av innehåll, mall eller SEO-fält.",,site/modules/Ichiban/ProcessIchiban.module.php,3c1b1b069cbe9f09d78b1bea80405e93
Fix first,Fixa först,,site/modules/Ichiban/ProcessIchiban.module.php,a18c078ea2b94f24f12cef2609fb14da
%d pages affected,%d sidor påverkas,,site/modules/Ichiban/ProcessIchiban.module.php,566682b91df13af6a414f4de03a19961
No active audit issues,Inga aktiva revisionsproblem,,site/modules/Ichiban/ProcessIchiban.module.php,f57eacbb01d1146684945f3d443f611c
Rule details,Regeldetaljer,,site/modules/Ichiban/ProcessIchiban.module.php,9da625131759cd8facbc3977ad3896c4
Rule,Regel,,site/modules/Ichiban/ProcessIchiban.module.php,ab7a485ebe75b6dd7243ad719f23c7de
Severity,Allvarlighet,,site/modules/Ichiban/ProcessIchiban.module.php,007cc9547ae8884ad597cd92ba505422
Description,Beskrivning,,site/modules/Ichiban/ProcessIchiban.module.php,b5a7adde1af5c87d7fd797b6245c2a39
Issues,frågor,,site/modules/Ichiban/ProcessIchiban.module.php,80b768b15c3693e345a436b9dc0ea36f
Pages Affected,Sidor som påverkas,,site/modules/Ichiban/ProcessIchiban.module.php,877175f1d8ba6c5429e96ea65d3a5997
Open first affected page,Öppna den första berörda sidan,,site/modules/Ichiban/ProcessIchiban.module.php,2b1ff48f58fcac978f51ef768d59bf83
Redirects,Omdirigeringar,,site/modules/Ichiban/ProcessIchiban.module.php,08635c4f0bf6edbca5d2a8bd0da24a6c
Redirect Manager,Redirect Manager,,site/modules/Ichiban/ProcessIchiban.module.php,95ef4929dd3563b677d3d1873bc08461
Imported %d redirects.,Importerade %d-omdirigeringar.,,site/modules/Ichiban/ProcessIchiban.module.php,b6e4d6c15b322b2def36969349edc2fe
"Manage manual, imported, and automatic redirects from one place.","Hantera manuella, importerade och automatiska omdirigeringar från ett ställe.",,site/modules/Ichiban/ProcessIchiban.module.php,23f86049f85992c0d1ee5a70ce8b6db6
shown,visas,,site/modules/Ichiban/ProcessIchiban.module.php,3fdec1ddf038c12af81ea185ed8c8083
"Search by source, target, or note","Sök efter källa, mål eller anteckning",,site/modules/Ichiban/ProcessIchiban.module.php,739946d849ed2c606613dd6b9f01426e
Search,Sök,,site/modules/Ichiban/ProcessIchiban.module.php,13348442cc6a27032d2b4aa28b75a5d3
Add redirect,Lägg till omdirigering,,site/modules/Ichiban/ProcessIchiban.module.php,be52536ce2456f133c611e523f95701c
From,Från,,site/modules/Ichiban/ProcessIchiban.module.php,5da618e8e4b89c66fe86e32cdafde142
To,Till,,site/modules/Ichiban/ProcessIchiban.module.php,e12167aa0a7698e6ebc92b4ce3909b53
Type,Typ,,site/modules/Ichiban/ProcessIchiban.module.php,a1fa27779242b4902f7ae3bdd5c6d508
Note,Obs,,site/modules/Ichiban/ProcessIchiban.module.php,3b0649c72650c313a357338dcdfb64ec
Treat From as a regular expression pattern.,Behandla från som ett reguljärt uttrycksmönster.,,site/modules/Ichiban/ProcessIchiban.module.php,433e3597944060ed606dd1ee4d116158
Add Redirect,Lägg till omdirigering,,site/modules/Ichiban/ProcessIchiban.module.php,29d916d0db37747ddb65923756bafbf0
Import CSV,Importera CSV,,site/modules/Ichiban/ProcessIchiban.module.php,28ec2d08ef97978d3e7776c33a75592a
CSV format,CSV-format,,site/modules/Ichiban/ProcessIchiban.module.php,59bcc5f531966f982541ced1e3717b8c
"Allowed types: 301, 302, 307, 410, 451. Use 1 for regex patterns and 0 for plain paths.","Tillåtna typer: 301, 302, 307, 410, 451. Använd 1 för regexmönster och 0 för vanliga banor.",,site/modules/Ichiban/ProcessIchiban.module.php,3b3e761b1c8361b6494955de5c27179e
Example:,Exempel:,,site/modules/Ichiban/ProcessIchiban.module.php,81eeab9506186e2dca8faefa78d54067
Import,Importera,,site/modules/Ichiban/ProcessIchiban.module.php,72d6d7a1885885bb55a565fd1070581a
Redirect list,Omdirigeringslista,,site/modules/Ichiban/ProcessIchiban.module.php,93dad7633866331169afa8aafb5ad2d0
Hits,Träffar,,site/modules/Ichiban/ProcessIchiban.module.php,b69df945ae986e6b1882cdc87ad19617
Auto,Auto,,site/modules/Ichiban/ProcessIchiban.module.php,06b9281e396db002010bde1de57262eb
Open,Öppna,,site/modules/Ichiban/ProcessIchiban.module.php,c3bf447eabe632720a3aa1a7ce401274
Created automatically after a page path change.,Skapas automatiskt efter en ändring av sidväg.,,site/modules/Ichiban/ProcessIchiban.module.php,485386096fd4a3fa1f7e00836dbd0827
Save,Spara,,site/modules/Ichiban/ProcessIchiban.module.php,c9cc8cce247e49bae79f15173ce97354
Delete,Ta bort,,site/modules/Ichiban/ProcessIchiban.module.php,f2a6c498fb90ee345d997f888fce3b18
Insights,Insikter,,site/modules/Ichiban/ProcessIchiban.module.php,f1c9e9af80bb533618f5bdefe333747d
SEO Insights,SEO Insikter,,site/modules/Ichiban/ProcessIchiban.module.php,c8edfd442a49de54b51cfd1c5a4196e3
Add Google OAuth Client ID and Client Secret in Settings before connecting Search Console.,Lägg till Google OAuth Client ID och Client Secret i Inställningar innan du ansluter Search Console.,,site/modules/Ichiban/ProcessIchiban.module.php,9916baf62a5906addf6905ede7103eb2
Google Search Console disconnected. Cached Insights and Page Indexing scan data were cleared.,Google Search Console frånkopplad. Cachade insikter och skanningsdata för sidindexering raderades.,,site/modules/Ichiban/ProcessIchiban.module.php,833357916696a9b5644b32cd37a3ac94
Security token expired. Reload the page and click Disconnect GSC again.,Säkerhetstoken har löpt ut. Ladda om sidan och klicka på Koppla från GSC igen.,,site/modules/Ichiban/ProcessIchiban.module.php,38382341df23fe264a3257768af0ccbd
Checked %d URLs with URL Inspection API.,Kontrollerat %d URLs med URL Inspektion API.,,site/modules/Ichiban/ProcessIchiban.module.php,1fc136b08e93155b636e08daf9b1948a
URL Inspection scan did not return results: %s,URL Inspektionsskanning gav inga resultat: %s,,site/modules/Ichiban/ProcessIchiban.module.php,f8539786a365d791d4078ebfadf0f598
Security token expired. Reload the page and run Scan indexing issues again.,Säkerhetstoken har löpt ut. Ladda om sidan och kör Scan indexing issues igen.,,site/modules/Ichiban/ProcessIchiban.module.php,de148e0c29d2a0be01cb28cd3e73f1c9
"Review Google Search Console performance, page indexing checks, and search breakdowns from cached API data.","Granska Google Search Console-prestanda, sidindexeringskontroller och sökuppdelningar från cachade API-data.",,site/modules/Ichiban/ProcessIchiban.module.php,a269a9f699ef592ea53da37e53549875
Open Search Console,Öppna Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,7b11b8df59ea4ca8a06e8750a4681332
Connected,Ansluten,,site/modules/Ichiban/ProcessIchiban.module.php,2ec0d16e4ca169baedb9b2d50ec5c6d7
Clicks,Klick,,site/modules/Ichiban/ProcessIchiban.module.php,cbdb553aaace16e77bb205e9bc3375ef
Top Pages,Toppsidor,,site/modules/Ichiban/ProcessIchiban.module.php,cbba0bb582f974795b6ae71047cc8d90
Top Queries,Bästa frågorna,,site/modules/Ichiban/ProcessIchiban.module.php,64abc290660b16254eec82793814b751
Countries,Länder,,site/modules/Ichiban/ProcessIchiban.module.php,790d59ef178acbc75d233bf4211763c6
Devices,Enheter,,site/modules/Ichiban/ProcessIchiban.module.php,c03ca67dda321195d74c951097f240c6
Search Appearance,Sök utseende,,site/modules/Ichiban/ProcessIchiban.module.php,c43ac5e20d34bdfa4bb127e8cc09e1e0
Backlinks,Bakåtlänkar,,site/modules/Ichiban/ProcessIchiban.module.php,2fa3dc62790aa53d151200a8164fc11c
Moz quota snapshot saved.,Moz kvot ögonblicksbild sparad.,,site/modules/Ichiban/ProcessIchiban.module.php,e00226a7bc383b84f1e44d6c20d53467
Moz quota lookup did not return data.,Moz kvotsökning returnerade inte data.,,site/modules/Ichiban/ProcessIchiban.module.php,00d38bdf70c9338041d07a7887e7b117
Saved backlink snapshot with %d rows.,Sparad ögonblicksbild av bakåtlänken med %d-rader.,,site/modules/Ichiban/ProcessIchiban.module.php,44d1cb2adcaeef51af410fad1c19e7e6
"Monitor inbound links, linking domains, and anchor text through the Moz Links API.","Övervaka inkommande länkar, länka domäner och förankra text via Moz-länkarna API.",,site/modules/Ichiban/ProcessIchiban.module.php,4aff4e57b7209847ccc41bcc2745d359
Moz Settings,Moz Inställningar,,site/modules/Ichiban/ProcessIchiban.module.php,a9ee4eb721c82c6210503745244dba47
No saved snapshot yet,Ingen sparad ögonblicksbild ännu,,site/modules/Ichiban/ProcessIchiban.module.php,46df3f0a3c175030638f99c4a80e9322
saved rows,sparade rader,,site/modules/Ichiban/ProcessIchiban.module.php,64170782ace1493528730415d670055e
target,mål,,site/modules/Ichiban/ProcessIchiban.module.php,42aefbae01d2dfd981f7da7d823d689e
last refresh,sista uppdateringen,,site/modules/Ichiban/ProcessIchiban.module.php,0bf5ccdba5d874d59f5bf75cd486b294
Links,Länkar,,site/modules/Ichiban/ProcessIchiban.module.php,bd908db5ccb07777ced8023dffc802f4
example.com,exempel.com,,site/modules/Ichiban/ProcessIchiban.module.php,5ababd603b22780302dd8d83498e5172
Root domain,Rotdomän,,site/modules/Ichiban/ProcessIchiban.module.php,33bccc4998d30e02ad8f530b01971083
Refresh from Moz,Uppdatera från Moz,,site/modules/Ichiban/ProcessIchiban.module.php,7f717ba9da26c27a23e86cb1ffe05fe7
How to connect Moz,Hur man ansluter Moz,,site/modules/Ichiban/ProcessIchiban.module.php,c425d6b0af823d3510061a1faefa995c
Create or open a Moz API account.,Skapa eller öppna ett Moz API-konto.,,site/modules/Ichiban/ProcessIchiban.module.php,ce7beab1a382dacfeea47b70ce8ec1f6
"During signup, Moz asks for a debit or credit card even on the free plan. This is part of their security and abuse-prevention flow.",Under registreringen ber Moz om ett betal- eller kreditkort även på gratisplanen. Detta är en del av deras säkerhets- och missbruksförebyggande flöde.,,site/modules/Ichiban/ProcessIchiban.module.php,c014ee7db3d11af8bc7a712d229c1cb5
Create an API token in the Moz API dashboard.,Skapa en API-token i Moz API-instrumentpanelen.,,site/modules/Ichiban/ProcessIchiban.module.php,af568a58e1da41bcf051aaa57e49561d
"Paste the token into the Moz API token field in %s, then save.",Klistra in token i Moz API tokenfältet i %s och spara sedan.,,site/modules/Ichiban/ProcessIchiban.module.php,c7c2eb8550b06c6b7f0be3a3439d299c
"Fallback: if token auth does not work for your account, open Show Legacy Credentials for the token and paste the Access ID and Secret Key instead.","Alternativ: om tokenautentisering inte fungerar för ditt konto, öppna Visa äldre inloggningsuppgifter för token och klistra in åtkomst-ID och hemlig nyckel istället.",,site/modules/Ichiban/ProcessIchiban.module.php,13288d7bafe020026c4e633fda1c9f50
"Return here, keep the default 5-row limit, and click Refresh from Moz. The free plan quota is tiny, so avoid repeated refreshes.","Gå tillbaka hit, behåll standardgränsen på 5 rader och klicka på Uppdatera från Moz. Den kostnadsfria plankvoten är liten, så undvik upprepade uppdateringar.",,site/modules/Ichiban/ProcessIchiban.module.php,29a2d2682f58a85045b1b2ba82b05cb5
Ichiban sends the new token as the x-moz-token header. Every refresh is saved as a backlink snapshot and reused from cache on page reload. Default API base URL: https://lsapi.seomoz.com/v2. Change it only if Moz gives you a different endpoint.,Ichiban skickar den nya token som x-moz-token header. Varje uppdatering sparas som en ögonblicksbild av bakåtlänken och återanvänds från cachen vid omladdning av sidan. Standard API-bas URL: https://lsapi.seomoz.com/v2. Ändra det bara om Moz ger dig en annan slutpunkt.,,site/modules/Ichiban/ProcessIchiban.module.php,4a0f41574e0169b9cbf7b620597abc52
Moz quota,Moz-kvot,,site/modules/Ichiban/ProcessIchiban.module.php,66d1b2c330002299e4c522e06c2c4a43
%1$d / %2$d rows used (%3$d%%),%1$d / %2$d rader som används (%3$d %%),,site/modules/Ichiban/ProcessIchiban.module.php,21417fddb0e37af1c5d7beb2572242aa
Quota resets,Kvoten återställs,,site/modules/Ichiban/ProcessIchiban.module.php,c1adb60088c38d4edb700b294f2c8c1c
Last checked,Senast kontrollerad,,site/modules/Ichiban/ProcessIchiban.module.php,712bd563f4ec14a3e9f63cd426a8f515
No quota snapshot saved yet,Ingen ögonblicksbild av kvoten har sparats ännu,,site/modules/Ichiban/ProcessIchiban.module.php,a4a65810608be9f8be842570900e8393
Click Refresh quota to save current Moz usage inside Ichiban.,Klicka på Uppdatera kvot för att spara aktuell Moz-användning i Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,ad52f8b657f7285100ec4f09b0626ecc
Refresh quota,Uppdatera kvoten,,site/modules/Ichiban/ProcessIchiban.module.php,97159fe7a75f98584a2e2462ca3d4bcc
Backlinks are not working yet,Bakåtlänkar fungerar inte än,,site/modules/Ichiban/ProcessIchiban.module.php,6e236b19e47f6132a9d7b49f8d1f1d3e
"Moz credentials are missing. Add your API token, or legacy Access ID and Secret Key, then return to this page to fetch backlink data.","Moz-uppgifter saknas. Lägg till din API-token, eller äldre åtkomst-ID och hemlig nyckel, och återvänd sedan till den här sidan för att hämta bakåtlänksdata.",,site/modules/Ichiban/ProcessIchiban.module.php,495ad14ba4b703b846af2573472f2eab
Open Settings,Öppna Inställningar,,site/modules/Ichiban/ProcessIchiban.module.php,638c05f4f159a403e04aebe94b46a2a8
No rows returned,Inga rader returnerade,,site/modules/Ichiban/ProcessIchiban.module.php,919a978ebc6e0a13726a609e1d592641
Saved history,Sparad historik,,site/modules/Ichiban/ProcessIchiban.module.php,870db953ccec85fe6fe4d81b24d5e276
Overview,Översikt,,site/modules/Ichiban/ProcessIchiban.module.php,3b878279a04dc47d60932cb294d96259
Date range,Datumintervall,,site/modules/Ichiban/ProcessIchiban.module.php,08ee10c9fa141c53ae44667dcc1adf1e
%d days,%d dagar,,site/modules/Ichiban/ProcessIchiban.module.php,cdca48ec5dde79b84b395c0c557bb290
Client ID saved,Klient-ID sparat,,site/modules/Ichiban/ProcessIchiban.module.php,1de31a3258bc607d52b41ee216c7d72f
Client Secret saved,Klienthemligheten sparad,,site/modules/Ichiban/ProcessIchiban.module.php,42b44c19ef8327c019c9ad9f78d67aee
Google Search Console,Google Search Console,,site/modules/Ichiban/ProcessIchiban.module.php,4243784eac7728b8e6339bdafe240e01
Connect search performance data,Anslut sökresultatdata,,site/modules/Ichiban/ProcessIchiban.module.php,4d9f46c179352d5b2d38589555a217bf
